date,share_high,export_control,domestic_sub_ratio,hhi,security_index
2018-01-01,0.050358098106856534,0.0,34.03066611508555,0.19171773316474475,0.06352259568637722
2018-02-01,0.049425045928322316,0.0,37.5899813016867,0.2096442121065597,0.0666413653854731
2018-03-01,0.045854887984626835,0.0,35.95580349182411,0.2552038277901867,0.07396820955035076
2018-04-01,0.054103406477587275,0.0,33.19982180261093,0.1968223950411169,0.06641618224701702
2018-05-01,0.052239717352922675,0.0,29.648135787313212,0.20759601042794176,0.06763906076204969
2018-06-01,0.03897084201190313,0.0,34.891707596014285,0.24990025769265414,0.06946547254448239
2018-07-01,0.025634250379885582,0.0,50.104166199186004,0.23288200124960085,0.05939352543986296
2018-08-01,0.034764484043558724,0.0,31.455458821753666,0.21706235817275102,0.06079471365632957
2018-09-01,0.032063263534248224,0.0,41.48231774935194,0.31050568260377126,0.07813276828787837
2018-10-01,0.03852850453354354,0.0,41.92034248296149,0.24200010000665134,0.06766427226810204
2018-11-01,0.07001759275885669,0.0,14.586437223151272,0.23715308045284011,0.08243941246999636
2018-12-01,0.05212344978476356,0.0,38.509370678249255,0.3031108655806944,0.08668389800852067
2019-01-01,0.03486315039772135,0.0,46.5778409930683,0.26179468829621866,0.06979051285810442
2019-02-01,0.045191428719441346,0.0,31.87548261069054,0.2606710514412193,0.07472992464796455
2019-03-01,0.04488907158718429,0.0,41.91024672252483,0.2916583239772451,0.08077620058904117
2019-04-01,0.038788293855381614,0.0,64.19146387563019,0.25096444967122056,0.06958703686193493
2019-05-01,0.043171784694006926,0.0,41.30161544111721,0.23324713345674236,0.06823531903835194
2019-06-01,0.04062385320017846,0.0,33.9144612154072,0.3417850851285441,0.08866894362579805
2019-07-01,0.041705361322016805,0.0,40.39437269007198,0.19252273528286537,0.05935722771758148
2019-08-01,0.04310220519623939,0.0,37.576616306782796,0.23476819055457548,0.0685047407090348
2019-09-01,0.0679218990532814,0.0,32.60180512264667,0.1663380026329484,0.06722855005323039
2019-10-01,0.05931693446107877,0.0,45.78501999695046,0.17374729481615542,0.06440792619377046
2019-11-01,0.10123742950963852,0.0,23.587404949803602,0.14985234334762193,0.08058918342434365
2019-12-01,0.07012691902646316,0.0,47.54124042091468,0.1859572674226793,0.07225491299776744
2020-01-01,0.06730340330866742,0.0,52.0905039226206,0.17811500033218505,0.06927470172077071
2020-02-01,0.04284695851959153,0.0,70.3149436781171,0.2554884899413024,0.07252117724805625
2020-03-01,0.07559541791042561,0.0,38.04720364055889,0.2193118345331011,0.08166007586183302
2020-04-01,0.07655090968339781,0.0,40.01952048547005,0.18473311590916502,0.07522207802353191
2020-05-01,0.07217661936612742,0.0,40.22556780803405,0.20614723165684032,0.07731775601443178
2020-06-01,0.09237871450206306,0.0,41.482855971793335,0.15890146068424948,0.07796964938788142
2020-07-01,0.09973934573386611,0.0,39.40970289660374,0.1589526606899767,0.0816602050049284
2020-08-01,0.08593018891233015,0.0,37.825783358427486,0.16859266442419527,0.07668362734100412
2020-09-01,0.09272730637296116,0.0,32.955622103190464,0.18586264832896865,0.08353618285227431
2020-10-01,0.06828885174481995,0.0,44.579231419160266,0.19594808445937573,0.07333404276428512
2020-11-01,0.07720513084096661,0.0,26.86139515372261,0.22234456295668747,0.0830714780118208
2020-12-01,0.11089574521936957,0.0,38.02932837741657,0.17704400130943865,0.09085667287157251
2021-01-01,0.09132483262126181,0.0,68.2469773847723,0.1632998054853285,0.0783223774076966
2021-02-01,0.08586029407195298,0.0,49.574173255098636,0.17242898831696354,0.07741594469936919
2021-03-01,0.07998773634940216,0.0,50.42982866933931,0.20831768066575865,0.08165740430785282
2021-04-01,0.08366793538590349,0.0,61.799043646275074,0.19001147032969856,0.07983626175889147
2021-05-01,0.0814801302301007,0.0,51.2890398703337,0.18771282095054012,0.07828262930515838
2021-06-01,0.0866255118664491,0.0,42.82202757650877,0.17807465863497485,0.07892768766021951
2021-07-01,0.09378412669565897,0.0,55.20686529448358,0.1778740283964811,0.0824668690271257
2021-08-01,0.07252914064838864,0.0,42.11344296273708,0.18998197475200668,0.07426096527459566
2021-09-01,0.05799599012376645,0.0,45.777393398410645,0.24457008970259975,0.07791201300240318
2021-10-01,0.057289326082397125,0.0,89.58995863164118,0.17737815255424863,0.06412029355204829
2021-11-01,0.0630591547299932,0.0,53.596519545205,0.16478315842061672,0.06448620904911995
2021-12-01,0.06011026962012727,0.0,56.052263160024516,0.1821484126536016,0.06648481734078396
2023-01-01,0.07763537204773047,1.0,51.209600376080175,0.15781810573876898,0.370381307171619
2023-02-01,0.03356011690742276,1.0,96.97921270905796,0.16833563952370778,0.35044718635845296
2023-03-01,0.06359151255025366,1.0,61.413650693102454,0.1569033440980361,0.363176425094734
2023-04-01,0.08834923354374799,1.0,47.03281002632537,0.15750207231881974,0.37567503123563795
2023-05-01,0.09282015082134869,1.0,40.04274491252724,0.1518863960597177,0.37678735462261786
2023-06-01,0.059418393698030314,1.0,73.92423450753142,0.1627455145099149,0.3622582997509981
2023-07-01,0.07837348981467619,1.0,56.951941462008534,0.15116891201143723,0.36942052730962555
2023-08-01,0.06402718826941131,1.0,36.89812775086604,0.1705313898050178,0.36611987209570923
2023-09-01,0.10163425299024169,1.0,32.91847781457415,0.1470063672204506,0.3802183999392109
2023-10-01,0.08297179264125772,1.0,50.33342565674028,0.15243793815773754,0.3719734839521764
2023-11-01,0.11750028843569948,1.0,27.212804545506273,0.13645543489251458,0.38604123119635264
2023-12-01,0.18033728072986913,1.0,32.04808716409867,0.13602115097107192,0.4173728705591489
2024-01-01,0.13075125492126388,1.0,33.757651961965344,0.1265269340961391,0.39068101427985974
2024-02-01,0.12429121552595826,1.0,25.01337166757917,0.13210521000253056,0.3885666497634852
2024-03-01,0.10557929528149108,1.0,37.22805454814561,0.13775391497502568,0.3803404306357507
2024-04-01,0.13559824895329406,1.0,26.427816139701097,0.12669710648384586,0.3931385457734162
2024-05-01,0.127526744007695,1.0,20.87036746356599,0.1337470626738771,0.3905127845386229
2024-06-01,0.12331915198460695,1.0,23.308382864021045,0.14446696347178561,0.3905529686866606
2024-07-01,0.1631544982641487,1.0,26.259206117887558,0.125464961574001,0.4066702414468746
2024-08-01,0.14503706903710167,1.0,17.4975805620687,0.13707141862546787,0.3999328182436444
2024-09-01,0.11266511084774253,1.0,36.433546473133596,0.14608929656021438,0.3855504147359141
2024-10-01,0.1854566834203739,1.0,13.932791590953677,0.1390495243681631,0.42053824658381955
2024-11-01,0.16198102851560836,1.0,13.940534235020397,0.1314330280525775,0.40727711986831966
2024-12-01,0.08892302103988546,1.0,35.28175521134956,0.14672267975832548,0.3738060464716078
2025-01-01,0.1758167262085227,1.0,21.084853816607446,0.127324360182541,0.41337323514076957
2025-02-01,0.15421580086614878,1.0,37.51174388119908,0.14005406273972967,0.4051187129810203
2025-03-01,0.1394568131026241,1.0,18.982401288515355,0.16994165692821067,0.4037167379369541
2025-04-01,0.3015526479351532,1.0,13.524637042478547,0.2140116336227335,0.4935786506921233
2025-05-01,0.2765143255670388,1.0,6.202252571493013,0.20942778384432856,0.4801427195523851
2025-06-01,0.17063911378718952,1.0,37.502108608374314,0.1729086691137216,0.4199012907163391
2025-07-01,0.07678129813573295,1.0,79.88154164882083,0.14105239624988822,0.36660112831784414
